path:hsa01100	Metabolic_pathways
pathway_1855184	IPs_transport_between_cytosol_and_ER_lumen
pathway_1855191	Synthesis_of_IPs_in_the_nucleus
pathway_1855156	IPs_transport_between_ER_lumen_and_nucleus
pathway_1855192	IPs_transport_between_nucleus_and_ER_lumen
pathway_1855204	Synthesis_of_IP3_and_IP4_in_the_cytosol
pathway_1855170	IPs_transport_between_nucleus_and_cytosol
pathway_1855167	Synthesis_of_pyrophosphates_in_the_cytosol
pathway_1855215	IPs_transport_between_ER_lumen_and_cytosol
pathway_556833	Metabolism_of_lipids_and_lipoproteins
pathway_1483257	Phospholipid_metabolism
pathway_1483255	PI_Metabolism
pathway_1483248	Synthesis_of_PIPs_at_the_ER_membrane
pathway_1660524	PIPs_transport_between_plasma_and_early_endosome_membranes
pathway_1660499	Synthesis_of_PIPs_at_the_plasma_membrane
pathway_1660502	PIPs_transport_between_early_and_late_endosome_membranes
pathway_1660516	Synthesis_of_PIPs_at_the_early_endosome_membrane
pathway_1483196	PI_and_PC_transport_between_ER_and_Golgi_membranes
pathway_1660510	PIPs_transport_between_Golgi_and_plasma_membranes
pathway_1660537	PIPs_transport_between_early_endosome_and_Golgi_membranes
pathway_1660517	Synthesis_of_PIPs_at_the_late_endosome_membrane
pathway_1660514	Synthesis_of_PIPs_at_the_Golgi_membrane
pathway_1660508	PIPs_transport_between_late_endosome_and_Golgi_membranes
pathway_1483206	Glycerophospholipid_biosynthesis
pathway_1483196	PI_and_PC_transport_between_ER_and_Golgi_membranes
pathway_1483213	Synthesis_of_PE
pathway_1482788	Acyl_chain_remodelling_of_PC
pathway_1483152	Hydrolysis_of_LPE
pathway_1483115	Hydrolysis_of_LPC
pathway_1483148	Synthesis_of_PG
pathway_1483171	Synthesis_of_BMP
pathway_1482925	Acyl_chain_remodelling_of_PG
pathway_1482922	Acyl_chain_remodelling_of_PI
pathway_1482883	Acyl_chain_remodeling_of_DAG_and_TAG
pathway_1483076	Synthesis_of_CL
pathway_1482798	Acyl_chain_remodeling_of_CL
pathway_1483101	Synthesis_of_PS
pathway_1482801	Acyl_chain_remodelling_of_PS
pathway_1483166	Synthesis_of_PA
pathway_1483226	Synthesis_of_PI
pathway_1483191	Synthesis_of_PC
pathway_1482839	Acyl_chain_remodelling_of_PE
pathway_73923	Lipid_digestion,_mobilization,_and_transport
pathway_163560	Hormone-sensitive_lipase_(HSL)-mediated_triacylglycerol_hydrolysis
pathway_192456	Digestion_of_dietary_lipid
pathway_174824	Lipoprotein_metabolism
pathway_194223	HDL-mediated_lipid_transport
pathway_174800	Chylomicron-mediated_lipid_transport
pathway_171052	LDL-mediated_lipid_transport
pathway_265473	Trafficking_of_dietary_sterols
pathway_428157	Sphingolipid_metabolism
pathway_1660661	Sphingolipid_de_novo_biosynthesis
pathway_1660662	Glycosphingolipid_metabolism
pathway_196071	Metabolism_of_steroid_hormones_and_vitamin_D
pathway_193993	Mineralocorticoid_biosynthesis
pathway_193048	Androgen_biosynthesis
pathway_196791	Vitamin_D_(calciferol)_metabolism
pathway_193144	Estrogen_biosynthesis
pathway_196108	Pregnenolone_biosynthesis
pathway_194002	Glucocorticoid_biosynthesis
pathway_2046104	alpha-linolenic_(omega3)_and_linoleic_(omega6)_acid_metabolism
pathway_2046105	Linoleic_acid_(LA)_metabolism
pathway_2046106	alpha-linolenic_acid_(ALA)_metabolism
pathway_535734	Fatty_acid,_triacylglycerol,_and_ketone_body_metabolism
pathway_74182	Ketone_body_metabolism
pathway_77111	Synthesis_of_Ketone_Bodies
pathway_77108	Utilization_of_Ketone_Bodies
pathway_200425	Import_of_palmitoyl-CoA_into_the_mitochondrial_matrix
pathway_77289	Mitochondrial_Fatty_Acid_Beta-Oxidation
pathway_71032	Propionyl-CoA_catabolism
pathway_77288	mitochondrial_fatty_acid_beta-oxidation_of_unsaturated_fatty_acids
pathway_77286	mitochondrial_fatty_acid_beta-oxidation_of_saturated_fatty_acids
pathway_77285	Beta_oxidation_of_myristoyl-CoA_to_lauroyl-CoA
pathway_77352	Beta_oxidation_of_butanoyl-CoA_to_acetyl-CoA
pathway_77310	Beta_oxidation_of_lauroyl-CoA_to_decanoyl-CoA-CoA
pathway_77305	Beta_oxidation_of_palmitoyl-CoA_to_myristoyl-CoA
pathway_77350	Beta_oxidation_of_hexanoyl-CoA_to_butanoyl-CoA
pathway_77348	Beta_oxidation_of_octanoyl-CoA_to_hexanoyl-CoA
pathway_77346	Beta_oxidation_of_decanoyl-CoA_to_octanoyl-CoA-CoA
pathway_75109	Triglyceride_Biosynthesis
pathway_75105	Fatty_Acyl-CoA_Biosynthesis
pathway_75876	Synthesis_of_very_long-chain_fatty_acyl-CoAs
pathway_400206	Regulation_of_lipid_metabolism_by_Peroxisome_proliferator-activated_receptor_alpha_(PPARalpha)
pathway_1989781	PPARA_activates_gene_expression
pathway_2142753	Arachidonic_acid_metabolism
pathway_2142670	Synthesis_of_epoxy_(EET)_and_dihydroxyeicosatrienoic_acids_(DHET)
pathway_2142688	Synthesis_of_5-eicosatetraenoic_acids
pathway_2142700	Synthesis_of_Lipoxins_(LX)
pathway_2142816	Synthesis_of_(16-20)-hydroxyeicosatetraenoic_acids_(HETE)
pathway_2142691	Synthesis_of_Leukotrienes_(LT)_and_Eoxins_(EX)
pathway_2142712	Synthesis_of_12-eicosatetraenoic_acid_derivatives
pathway_2162123	Synthesis_of_Prostaglandins_(PG)_and_Thromboxanes_(TX)
pathway_2142696	Synthesis_of_Hepoxilins_(HX)_and_Trioxilins_(TrX)
pathway_2142770	Synthesis_of_15-eicosatetraenoic_acid_derivatives
pathway_191273	Cholesterol_biosynthesis
pathway_390918	Peroxisomal_lipid_metabolism
pathway_389542	NADPH_regeneration
pathway_389887	Beta-oxidation_of_pristanoyl-CoA
pathway_390247	Beta-oxidation_of_very_long_chain_fatty_acids
pathway_75896	Plasmalogen_biosynthesis
pathway_389599	Alpha-oxidation_of_phytanate
pathway_2142789	Ubiquinol_biosynthesis
pathway_194068	Bile_acid_and_bile_salt_metabolism
pathway_159418	Recycling_of_bile_acids_and_salts
pathway_192105	Synthesis_of_bile_acids_and_bile_salts
pathway_193368	Synthesis_of_bile_acids_and_bile_salts_via_7alpha-hydroxycholesterol
pathway_193775	Synthesis_of_bile_acids_and_bile_salts_via_24-hydroxycholesterol
pathway_193807	Synthesis_of_bile_acids_and_bile_salts_via_27-hydroxycholesterol
pathway_1655829	Regulation_of_cholesterol_biosynthesis_by_SREBP_(SREBF)
pathway_2426168	Activation_of_gene_expression_by_SREBF_(SREBP)
pathway_71291	Metabolism_of_amino_acids_and_derivatives
pathway_351202	Metabolism_of_polyamines
pathway_350562	Regulation_of_ornithine_decarboxylase_(ODC)
pathway_351143	Agmatine_biosynthesis
pathway_1237112	Methionine_salvage_pathway
pathway_71288	Creatine_metabolism
pathway_351200	Interconversion_of_polyamines
pathway_70635	Urea_cycle
pathway_5662702	Melanin_biosynthesis
pathway_70895	Branched-chain_amino_acid_catabolism
pathway_71262	Carnitine_synthesis
pathway_389661	Glyoxylate_metabolism_and_glycine_degradation
pathway_6783984	Glycine_degradation
pathway_209776	Amine-derived_hormones
pathway_209931	Serotonin_and_melatonin_biosynthesis
pathway_209968	Thyroxine_biosynthesis
pathway_350864	Regulation_of_thyroid_hormone_activity
pathway_209905	Catecholamine_biosynthesis
pathway_70614	Amino_acid_synthesis_and_interconversion_(transamination)
pathway_977347	Serine_biosynthesis
pathway_1614635	Sulfur_amino_acid_metabolism
pathway_1237112	Methionine_salvage_pathway
pathway_1614558	Degradation_of_cysteine_and_homocysteine
pathway_1614517	Sulfide_oxidation_to_sulfate
pathway_1614603	Cysteine_formation_from_homocysteine
pathway_6788656	Histidine,_lysine,_phenylalanine,_tyrosine,_proline_and_tryptophan_catabolism
pathway_70921	Histidine_catabolism
pathway_70688	Proline_catabolism
pathway_71182	Phenylalanine_and_tyrosine_catabolism
pathway_71064	Lysine_catabolism
pathway_71240	Tryptophan_catabolism
pathway_15869	Metabolism_of_nucleotides
pathway_73847	Purine_metabolism
pathway_73817	Purine_ribonucleoside_monophosphate_biosynthesis
pathway_74259	Purine_catabolism
pathway_74217	Purine_salvage
pathway_2393930	Phosphate_bond_hydrolysis_by_NUDT_proteins
pathway_73848	Pyrimidine_metabolism
pathway_73621	Pyrimidine_catabolism
pathway_73614	Pyrimidine_salvage_reactions
pathway_500753	Pyrimidine_biosynthesis
pathway_499943	Synthesis_and_interconversion_of_nucleotide_di-_and_triphosphates
pathway_202131	Metabolism_of_nitric_oxide
pathway_203765	eNOS_activation_and_regulation
pathway_203641	NOSTRIN_mediated_eNOS_trafficking
pathway_203754	NOSIP_mediated_eNOS_trafficking
pathway_1474151	Tetrahydrobiopterin_(BH4)_synthesis,_recycling,_salvage_and_regulation
pathway_203615	eNOS_activation
pathway_1428517	The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport
pathway_71406	Pyruvate_metabolism_and_Citric_Acid_(TCA)_cycle
pathway_70268	Pyruvate_metabolism
pathway_204174	Regulation_of_pyruvate_dehydrogenase_(PDH)_complex
pathway_71403	Citric_acid_cycle_(TCA_cycle)
pathway_880009	Interconversion_of_2-oxoglutarate_and_2-hydroxyglutarate
pathway_163200	Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.
pathway_163210	Formation_of_ATP_by_chemiosmotic_coupling
pathway_611105	Respiratory_electron_transport
pathway_166187	Mitochondrial_Uncoupling_Proteins
pathway_167826	The_fatty_acid_cycling_model
pathway_167827	The_proton_buffering_model
pathway_163685	Integration_of_energy_metabolism
pathway_163754	Insulin_effects_increased_synthesis_of_Xylulose-5-Phosphate
pathway_163680	AMPK_inhibits_chREBP_transcriptional_activation_activity
pathway_422356	Regulation_of_insulin_secretion
pathway_399997	Acetylcholine_regulates_insulin_secretion
pathway_400042	Adrenaline,noradrenaline_inhibits_insulin_secretion
pathway_381676	Glucagon-like_Peptide-1_(GLP1)_regulates_insulin_secretion
pathway_400451	Free_fatty_acids_regulate_insulin_secretion
pathway_434316	Fatty_Acids_bound_to_GPR40_(FFAR1)_regulate_insulin_secretion
pathway_163767	PP2A-mediated_dephosphorylation_of_key_metabolic_factors
pathway_163765	ChREBP_activates_metabolic_gene_expression
pathway_163358	PKA-mediated_phosphorylation_of_key_metabolic_factors
pathway_163359	Glucagon_signaling_in_metabolic_regulation
pathway_164378	PKA_activation_in_glucagon_signalling
pathway_168256	Immune_System
pathway_1280218	Adaptive_Immune_System
pathway_202403	TCR_signaling
pathway_202427	Phosphorylation_of_CD3_and_TCR_zeta_chains
pathway_202433	Generation_of_second_messenger_molecules
pathway_202424	Downstream_TCR_signaling
pathway_202430	Translocation_of_ZAP-70_to_Immunological_synapse
pathway_983169	Class_I_MHC_mediated_antigen_processing_&_presentation
pathway_1236975	Antigen_processing-Cross_presentation
pathway_1236973	Cross-presentation_of_particulate_exogenous_antigens_(phagosomes)
pathway_1236978	Cross-presentation_of_soluble_exogenous_antigens_(endosomes)
pathway_1236977	Endosomal/Vacuolar_pathway
pathway_1236974	ER-Phagosome_pathway
pathway_983170	Antigen_Presentation:_Folding,_assembly_and_peptide_loading_of_class_I_MHC
pathway_983168	Antigen_processing:_Ubiquitination_&_Proteasome_degradation
pathway_2132295	MHC_class_II_antigen_presentation
pathway_983705	Signaling_by_the_B_Cell_Receptor_(BCR)
pathway_983695	Antigen_activates_B_Cell_Receptor_(BCR)_leading_to_generation_of_second_messengers
pathway_1168372	Downstream_signaling_events_of_B_Cell_Receptor_(BCR)
pathway_1169092	Activation_of_RAS_in_B_cells
pathway_1169091	Activation_of_NF-kappaB_in_B_cells
pathway_1257604	PIP3_activates_AKT_signaling
pathway_199418	Negative_regulation_of_the_PI3K/AKT_network
pathway_198323	AKT_phosphorylates_targets_in_the_cytosol
pathway_198693	AKT_phosphorylates_targets_in_the_nucleus
pathway_198933	Immunoregulatory_interactions_between_a_Lymphoid_and_a_non-Lymphoid_cell
pathway_388841	Costimulation_by_the_CD28_family
pathway_389948	PD-1_signaling
pathway_389513	CTLA4_inhibitory_signaling
pathway_389356	CD28_co-stimulation
pathway_389359	CD28_dependent_Vav1_pathway
pathway_389357	CD28_dependent_PI3K/Akt_signaling
pathway_392517	Rap1_signalling
pathway_1222556	ROS_production_in_response_to_bacteria
pathway_168249	Innate_Immune_System
pathway_168898	Toll-Like_Receptors_Cascades
pathway_168176	Toll_Like_Receptor_5_(TLR5)_Cascade
pathway_975871	MyD88_cascade_initiated_on_plasma_membrane
pathway_937042	IRAK2_mediated_activation_of_TAK1_complex
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_937039	IRAK1_recruits_IKK_complex
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_199920	CREB_phosphorylation
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_166016	Toll_Like_Receptor_4_(TLR4)_Cascade
pathway_166054	Activated_TLR4_signalling
pathway_166058	MyD88:Mal_cascade_initiated_on_plasma_membrane
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_199920	CREB_phosphorylation
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_937042	IRAK2_mediated_activation_of_TAK1_complex
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_937039	IRAK1_recruits_IKK_complex
pathway_166166	MyD88-independent_TLR3/TLR4_cascade_
pathway_937061	TRIF-mediated_TLR3/TLR4_signaling_
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_936964	Activation_of_IRF3/IRF7_mediated_by_TBK1/IKK_epsilon
pathway_937041	IKK_complex_recruitment_mediated_by_RIP1
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_199920	CREB_phosphorylation
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_937072	TRAF6_mediated_induction_of_TAK1_complex
pathway_2562578	TRIF-mediated_programmed_cell_death
pathway_166020	Transfer_of_LPS_from_LBP_carrier_to_CD14
pathway_168138	Toll_Like_Receptor_9_(TLR9)_Cascade
pathway_975155	MyD88_dependent_cascade_initiated_on_endosome
pathway_975110	TRAF6_mediated_IRF7_activation_in_TLR7/8_or_9_signaling
pathway_975138	TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7/8_or_9_activation
pathway_975163	IRAK2_mediated_activation_of_TAK1_complex_upon_TLR7/8_or_9_stimulation
pathway_975144	IRAK1_recruits_IKK_complex_upon_TLR7/8_or_9_stimulation
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_199920	CREB_phosphorylation
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_168164	Toll_Like_Receptor_3_(TLR3)_Cascade
pathway_166166	MyD88-independent_TLR3/TLR4_cascade_
pathway_937061	TRIF-mediated_TLR3/TLR4_signaling_
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_937072	TRAF6_mediated_induction_of_TAK1_complex
pathway_937041	IKK_complex_recruitment_mediated_by_RIP1
pathway_2562578	TRIF-mediated_programmed_cell_death
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_199920	CREB_phosphorylation
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_936964	Activation_of_IRF3/IRF7_mediated_by_TBK1/IKK_epsilon
pathway_168181	Toll_Like_Receptor_7/8_(TLR7/8)_Cascade
pathway_975155	MyD88_dependent_cascade_initiated_on_endosome
pathway_975138	TRAF6_mediated_induction_of_NFkB_and_MAP_kinases_upon_TLR7/8_or_9_activation
pathway_975144	IRAK1_recruits_IKK_complex_upon_TLR7/8_or_9_stimulation
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_199920	CREB_phosphorylation
pathway_975163	IRAK2_mediated_activation_of_TAK1_complex_upon_TLR7/8_or_9_stimulation
pathway_975110	TRAF6_mediated_IRF7_activation_in_TLR7/8_or_9_signaling
pathway_181438	Toll_Like_Receptor_2_(TLR2)_Cascade
pathway_168179	Toll_Like_Receptor_TLR1:TLR2_Cascade
pathway_166058	MyD88:Mal_cascade_initiated_on_plasma_membrane
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_199920	CREB_phosphorylation
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_937039	IRAK1_recruits_IKK_complex
pathway_937042	IRAK2_mediated_activation_of_TAK1_complex
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_168188	Toll_Like_Receptor_TLR6:TLR2_Cascade
pathway_166058	MyD88:Mal_cascade_initiated_on_plasma_membrane
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_199920	CREB_phosphorylation
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_937039	IRAK1_recruits_IKK_complex
pathway_937042	IRAK2_mediated_activation_of_TAK1_complex
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_1679131	Trafficking_and_processing_of_endosomal_TLR
pathway_168142	Toll_Like_Receptor_10_(TLR10)_Cascade
pathway_975871	MyD88_cascade_initiated_on_plasma_membrane
pathway_445989	TAK1_activates_NFkB_by_phosphorylation_and_activation_of_IKKs_complex
pathway_937042	IRAK2_mediated_activation_of_TAK1_complex
pathway_937039	IRAK1_recruits_IKK_complex
pathway_450294	MAP_kinase_activation_in_TLR_cascade
pathway_450321	JNK_(c-Jun_kinases)_phosphorylation_and	activation_mediated_by_activated_human_TAK1
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
pathway_450282	MAPK_targets/_Nuclear_events_mediated_by_MAP_kinases
pathway_450341	Activation_of_the_AP-1_family_of_transcription_factors
pathway_199920	CREB_phosphorylation
pathway_198753	ERK/MAPK_targets
pathway_202670	ERKs_are_inactivated
pathway_450302	activated_TAK1_mediates_p38_MAPK_activation
pathway_879415	Advanced_glycosylation_endproduct_receptor_signaling
pathway_2454202	Fc_epsilon_receptor_(FCERI)_signaling
pathway_2871809	FCERI_mediated_Ca+2_mobilization
pathway_2871796	FCERI_mediated_MAPK_activation
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5673000	RAF_activation
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_2730905	Role_of_LAT2/NTAL/LAB_on_calcium_mobilization
pathway_1257604	PIP3_activates_AKT_signaling
pathway_199418	Negative_regulation_of_the_PI3K/AKT_network
pathway_198323	AKT_phosphorylates_targets_in_the_cytosol
pathway_198693	AKT_phosphorylates_targets_in_the_nucleus
pathway_2871837	FCERI_mediated_NF-kB_activation
pathway_166658	Complement_cascade
pathway_174577	Activation_of_C3_and_C5
pathway_166665	Terminal_pathway_of_complement
pathway_977606	Regulation_of_Complement_cascade
pathway_166663	Initial_triggering_of_complement
pathway_166786	Creation_of_C4_and_C2_activators
pathway_173623	Classical_antibody-mediated_complement_activation
pathway_166662	Lectin_pathway_of_complement_activation
pathway_2855086	Ficolins_bind_to_repetitive_carbohydrate_structures_on_the_target_cell_surface
pathway_173736	Alternative_complement_activation
pathway_1461973	Defensins
pathway_1461957	Beta_defensins
pathway_1462054	Alpha-defensins
pathway_2172127	DAP12_interactions
pathway_2424491	DAP12_signaling
pathway_1489509	DAG_and_IP3_signaling
pathway_111997	CaM_pathway
pathway_111933	Calmodulin_induced_events
pathway_111957	Cam-PDE_1_activation
pathway_111931	PKA-mediated_phosphorylation_of_CREB
pathway_163615	PKA_activation
pathway_111932	CaMK_IV-mediated_phosphorylation_of_CREB
pathway_1257604	PIP3_activates_AKT_signaling
pathway_198323	AKT_phosphorylates_targets_in_the_cytosol
pathway_198693	AKT_phosphorylates_targets_in_the_nucleus
pathway_199418	Negative_regulation_of_the_PI3K/AKT_network
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5673000	RAF_activation
pathway_5621481	C-type_lectin_receptors_(CLRs)
pathway_5607764	CLEC7A_(Dectin-1)_signaling
pathway_5607761	Dectin-1_mediated_noncanonical_NF-kB_signaling
pathway_5660668	CLEC7A/inflammasome_pathway
pathway_5607763	CLEC7A_(Dectin-1)_induces_NFAT_activation
pathway_5621480	Dectin-2_family
pathway_5621575	CD209_(DC-SIGN)_signaling
pathway_168928	RIG-I/MDA5_mediated_induction_of_IFN-alpha/beta_pathways
pathway_936440	Negative_regulators_of_RIG-I/MDA5_signaling
pathway_933541	TRAF6_mediated_IRF7_activation
pathway_933543	NF-kB_activation_through_FADD/RIP-1_pathway_mediated_by_caspase-8_and_-10
pathway_918233	TRAF3-dependent_IRF_activation_pathway
pathway_933542	TRAF6_mediated_NF-kB_activation
pathway_168643	Nucleotide-binding_domain,_leucine_rich_repeat_containing_receptor_(NLR)_signaling_pathways
pathway_168638	NOD1/2_Signaling_Pathway
pathway_622312	Inflammasomes
pathway_844615	The_AIM2_inflammasome
pathway_844623	The_IPAF_inflammasome
pathway_844456	The_NLRP3_inflammasome
pathway_844455	The_NLRP1_inflammasome
pathway_2029480	Fcgamma_receptor_(FCGR)_dependent_phagocytosis
pathway_2029485	Role_of_phospholipids_in_phagocytosis
pathway_2029482	Regulation_of_actin_dynamics_for_phagocytic_cup_formation
pathway_2029481	FCGR_activation
pathway_1834949	Cytosolic_sensors_of_pathogen-associated_DNA_
pathway_3134975	Regulation_of_innate_immune_responses_to_cytosolic_DNA
pathway_3248023	Regulation_by_TREX1
pathway_3134973	LRR_FLII-interacting_protein_1_(LRRFIP1)_activates_type_I_IFN_production
pathway_1606322	ZBP1(DAI)_mediated_induction_of_type_I_IFNs
pathway_1606341	IRF3_mediated_activation_of_type_1_IFN
pathway_1810476	RIP-mediated_NFkB_activation_via_ZBP1
pathway_1834941	STING_mediated_induction_of_host_immune_responses
pathway_3270619	IRF3-mediated_induction_of_type_I_IFN
pathway_3249367	STAT6-mediated_induction_of_chemokines
pathway_3134963	DEx/H-box_helicases_activate_type_I_IFN_and_inflammatory_cytokines_production_
pathway_1280215	Cytokine_Signaling_in_Immune_system
pathway_5668541	TNFR2_non-canonical_NF-kB_pathway
pathway_5676594	TNF_receptor_superfamily_(TNFSF)_members_mediating_non-canonical_NF-kB_pathway
pathway_5676590	NIK-->noncanonical_NF-kB_signaling
pathway_5669034	TNFs_bind_their_physiological_receptors
pathway_982772	Growth_hormone_receptor_signaling
pathway_913531	Interferon_Signaling
pathway_877300	Interferon_gamma_signaling
pathway_877312	Regulation_of_IFNG_signaling
pathway_909733	Interferon_alpha/beta_signaling
pathway_912694	Regulation_of_IFNA_signaling
pathway_1169410	Antiviral_mechanism_by_IFN-stimulated_genes
pathway_1169408	ISG15_antiviral_mechanism
pathway_1170546	Prolactin_receptor_signaling
pathway_449147	Signaling_by_Interleukins
pathway_451927	Interleukin-2_signaling
pathway_912526	Interleukin_receptor_SHC_signaling
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_5673000	RAF_activation
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5673000	RAF_activation
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_448706	Interleukin-1_processing
pathway_512988	Interleukin-3,_5_and_GM-CSF_signaling
pathway_912631	Regulation_of_signaling_by_CBL
pathway_912526	Interleukin_receptor_SHC_signaling
pathway_5673001	RAF/MAP_kinase_cascade
pathway_5673000	RAF_activation
pathway_5674135	MAP2K_and_MAPK_activation
pathway_5675221	Negative_regulation_of_MAPK_pathway
pathway_5674499	Negative_feedback_regulation_of_MAPK_pathway
pathway_5658442	Regulation_of_RAS_by_GAPs
pathway_446652	Interleukin-1_signaling
pathway_5684264	MAP3K8_(TPL2)-dependent_MAPK1/3_activation
